secid,ticker,exchangecd,secshortname,enddate,period,overallrating
002650.OFCN,2650,,东方红稳添利纯债债券,2021-03-31,3,5
002669.OFCN,2669,,华商万众创新灵活配置混合,2021-03-31,3,5
002738.OFCN,2738,,泓德裕康债券-A,2021-03-31,3,5
002739.OFCN,2739,,泓德裕康债券-C,2021-03-31,3,5
002742.OFCN,2742,,泓德裕祥债券-A,2021-03-31,3,5
002743.OFCN,2743,,泓德裕祥债券-C,2021-03-31,3,5
002770.OFCN,2770,,安信新回报灵活配置混合-A,2021-03-31,3,5
002771.OFCN,2771,,安信新回报灵活配置混合-C,2021-03-31,3,5
002795.OFCN,2795,,平安惠盈纯债债券-A,2021-03-31,3,5
002808.OFCN,2808,,泓德优势领航灵活配置混合,2021-03-31,3,5
002811.OFCN,2811,,博时裕顺纯债债券,2021-03-31,3,5
002864.OFCN2,2864,,广发安泽短债债券-A,2021-03-31,3,5
002923.OFCN,2923,,兴业聚惠灵活配置混合-C,2021-03-31,3,5
002929.OFCN,2929,,博时聚盈纯债债券,2021-03-31,3,5
002943.OFCN,2943,,广发多因子灵活配置混合,2021-03-31,3,5
002967.OFCN,2967,,浙商大数据智选消费灵活配置混合,2021-03-31,3,5
002970.OFCN,2970,,博时裕昂纯债债券,2021-03-31,3,5
002991.OFCN,2991,,嘉实稳鑫纯债债券,2021-03-31,3,5
002997.OFCN,2997,,工银瑞信瑞享纯债债券,2021-03-31,3,5
003025.OFCN,3025,,新华红利回报混合,2021-03-31,3,5
003030.OFCN,3030,,安信新目标灵活配置混合-A,2021-03-31,3,5
003031.OFCN,3031,,安信新目标灵活配置混合-C,2021-03-31,3,5
003133.OFCN,3133,,易方达裕鑫债券-A,2021-03-31,3,5
003144.OFCN,3144,,华宝新机遇灵活配置混合(LOF)-C,2021-03-31,3,5
003161.OFCN,3161,,南方安泰混合-A,2021-03-31,3,5
003165.OFCN,3165,,鹏华弘嘉灵活配置混合-A,2021-03-31,3,5
003166.OFCN,3166,,鹏华弘嘉灵活配置混合-C,2021-03-31,3,5
003214.OFCN,3214,,易方达富惠纯债债券,2021-03-31,3,5
003220.OFCN,3220,,浙商惠利纯债债券,2021-03-31,3,5
003254.OFCN,3254,,前海开源鼎裕债券-A,2021-03-31,3,5
003255.OFCN,3255,,前海开源鼎裕债券-C,2021-03-31,3,5
003284.OFCN,3284,,中邮医药健康灵活配置混合,2021-03-31,3,5
003293.OFCN,3293,,易方达科瑞灵活配置混合,2021-03-31,3,5
003295.OFCN,3295,,南方安裕混合-A,2021-03-31,3,5
003298.OFCN,3298,,嘉实物流产业股票-A,2021-03-31,3,5
003299.OFCN,3299,,嘉实物流产业股票-C,2021-03-31,3,5
003327.OFCN,3327,,万家鑫璟纯债债券-A,2021-03-31,3,5
003336.OFCN,3336,,长江收益增强债券,2021-03-31,3,5
003345.OFCN,3345,,安信新成长灵活配置混合-A,2021-03-31,3,5
003346.OFCN,3346,,安信新成长灵活配置混合-C,2021-03-31,3,5
003357.OFCN,3357,,嘉实稳祥纯债债券-C,2021-03-31,3,5
003379.OFCN,3379,,信诚至选灵活配置混合-A,2021-03-31,3,5
003380.OFCN,3380,,信诚至选灵活配置混合-C,2021-03-31,3,5
003434.OFCN,3434,,博时鑫泽灵活配置混合-A,2021-03-31,3,5
003435.OFCN,3435,,博时鑫泽灵活配置混合-C,2021-03-31,3,5
003476.OFCN,3476,,南方安颐混合,2021-03-31,3,5
003547.OFCN,3547,,鹏华丰禄债券,2021-03-31,3,5
003568.OFCN,3568,,平安惠利纯债债券,2021-03-31,3,5
003582.OFCN,3582,,中金量化多策略灵活配置混合,2021-03-31,3,5
003618.OFCN,3618,,招商招旺纯债债券-A,2021-03-31,3,5
003656.OFCN,3656,,民生加银鑫元纯债债券-A,2021-03-31,3,5
003657.OFCN,3657,,民生加银鑫元纯债债券-C,2021-03-31,3,5
003668.OFCN,3668,,东方红益鑫纯债债券-A,2021-03-31,3,5
003672.OFCN,3672,,兴业裕华债券,2021-03-31,3,5
003692.OFCN,3692,,大成景尚灵活配置混合-A,2021-03-31,3,5
003693.OFCN,3693,,大成景尚灵活配置混合-C,2021-03-31,3,5
003742.OFCN,3742,,汇安嘉汇纯债债券-A,2021-03-31,3,5
003745.OFCN,3745,,广发多元新兴股票,2021-03-31,3,5
003835.OFCN,3835,,鹏华沪深港新兴成长灵活配置混合,2021-03-31,3,5
003839.OFCN,3839,,易方达瑞通灵活配置混合-A,2021-03-31,3,5
003840.OFCN,3840,,易方达瑞通灵活配置混合-C,2021-03-31,3,5
003859.OFCN,3859,,招商招旭纯债债券-A,2021-03-31,3,5
003860.OFCN,3860,,招商招旭纯债债券-C,2021-03-31,3,5
003882.OFCN,3882,,易方达瑞弘灵活配置混合-A,2021-03-31,3,5
003883.OFCN,3883,,易方达瑞弘灵活配置混合-C,2021-03-31,3,5
003888.OFCN,3888,,汇安嘉源纯债债券,2021-03-31,3,5
003889.OFCN,3889,,汇安丰泽灵活配置混合-A,2021-03-31,3,5
003890.OFCN,3890,,汇安丰泽灵活配置混合-C,2021-03-31,3,5
003949.OFCN,3949,,兴全稳泰债券-A,2021-03-31,3,5
003961.OFCN,3961,,易方达瑞程灵活配置混合-A,2021-03-31,3,5
003962.OFCN,3962,,易方达瑞程灵活配置混合-C,2021-03-31,3,5
003984.OFCN,3984,,嘉实新能源新材料股票-A,2021-03-31,3,5
003985.OFCN,3985,,嘉实新能源新材料股票-C,2021-03-31,3,5
004027.OFCN,4027,,广发景源纯债债券-A,2021-03-31,3,5
004083.OFCN,4083,,国联安鑫隆混合-A,2021-03-31,3,5
004084.OFCN,4084,,国联安鑫隆混合-C,2021-03-31,3,5
004127.OFCN,4127,,鹏华丰康债券,2021-03-31,3,5
004175.OFCN,4175,,博时鑫泰灵活配置混合-A,2021-03-31,3,5
004200.OFCN,4200,,博时富瑞纯债债券-A,2021-03-31,3,5
004202.OFCN,4202,,华夏睿磐泰兴混合,2021-03-31,3,5
004235.OFCN,4235,,中欧价值智选回报混合-C,2021-03-31,3,5
004335.OFCN,4335,,华宝新飞跃灵活配置混合,2021-03-31,3,5
004423.OFCN,4423,,华商研究精选灵活配置混合,2021-03-31,3,5
004434.OFCN,4434,,博时逆向投资混合-A,2021-03-31,3,5
004435.OFCN,4435,,博时逆向投资混合-C,2021-03-31,3,5
004544.OFCN,4544,,嘉实稳华纯债债券-A,2021-03-31,3,5
004555.OFCN,4555,,南方和元债券-A,2021-03-31,3,5
004585.OFCN,4585,,鹏扬汇利债券-A,2021-03-31,3,5
004604.OFCN,4604,,富国新活力灵活配置混合-A,2021-03-31,3,5
004605.OFCN,4605,,富国新活力灵活配置混合-C,2021-03-31,3,5
004648.OFCN,4648,,南方安睿混合,2021-03-31,3,5
004686.OFCN,4686,,华夏研究精选股票,2021-03-31,3,5
004689.OFCN,4689,,博时丰庆纯债债券,2021-03-31,3,5
004705.OFCN,4705,,南方祥元债券-A,2021-03-31,3,5
004706.OFCN,4706,,南方祥元债券-C,2021-03-31,3,5
004920.OFCN,4920,,富国泓利纯债债券-A,2021-03-31,3,5
004958.OFCN,4958,,圆信永丰优享生活灵活配置混合,2021-03-31,3,5
004965.OFCN,4965,,泓德致远混合-A,2021-03-31,3,5
004966.OFCN,4966,,泓德致远混合-C,2021-03-31,3,5
005010.OFCN,5010,,金鹰添瑞中短债债券-A,2021-03-31,3,5
020010.OFCN,20010,,国泰金牛创新成长混合,2021-03-31,3,5
020033.OFCN,20033,,国泰民安增利债券-A,2021-03-31,3,5
020033.OFCN,20033,,国泰民安增利债券-A,2021-03-31,5,5
020034.OFCN,20034,,国泰民安增利债券-C,2021-03-31,5,5
020034.OFCN,20034,,国泰民安增利债券-C,2021-03-31,3,5
040005.OFCN,40005,,华安宏利混合,2021-03-31,3,5
040011.OFCN,40011,,华安核心优选混合,2021-03-31,5,5
040016.OFCN,40016,,华安行业轮动混合,2021-03-31,3,5
040016.OFCN,40016,,华安行业轮动混合,2021-03-31,5,5
040020.OFCN,40020,,华安升级主题混合,2021-03-31,3,5
040035.OFCN,40035,,华安逆向策略混合,2021-03-31,5,5
040035.OFCN,40035,,华安逆向策略混合,2021-03-31,3,5
040040.OFCN,40040,,华安纯债债券-A,2021-03-31,5,5
050023.OFCN,50023,,博时天颐债券-A,2021-03-31,5,5
050023.OFCN,50023,,博时天颐债券-A,2021-03-31,3,5
050106.OFCN,50106,,博时稳定价值债券-A,2021-03-31,3,5
050123.OFCN,50123,,博时天颐债券-C,2021-03-31,3,5
070002.OFCN,70002,,嘉实增长,2021-03-31,3,5
070009.OFCN,70009,,嘉实超短债-C,2021-03-31,3,5
070009.OFCN,70009,,嘉实超短债-C,2021-03-31,5,5
070018.OFCN,70018,,嘉实回报灵活配置混合,2021-03-31,5,5
070020.OFCN,70020,,嘉实稳固收益债券-C,2021-03-31,3,5
070020.OFCN,70020,,嘉实稳固收益债券-C,2021-03-31,5,5
070032.OFCN,70032,,嘉实优化红利混合,2021-03-31,5,5
070032.OFCN,70032,,嘉实优化红利混合,2021-03-31,3,5
080005.OFCN,80005,,长盛量化红利策略混合,2021-03-31,3,5
090018.OFCN,90018,,大成新锐产业混合,2021-03-31,5,5
090018.OFCN,90018,,大成新锐产业混合,2021-03-31,3,5
100018.OFCN,100018,,富国天利增长债券,2021-03-31,3,5
100039.OFCN,100039,,富国通胀通缩主题轮动混合,2021-03-31,3,5
100058.OFCN,100058,,富国产业债债券-A,2021-03-31,3,5
100060.OFCN,100060,,富国高新技术产业混合,2021-03-31,3,5
100060.OFCN,100060,,富国高新技术产业混合,2021-03-31,5,5
110012.OFCN,110012,,易方达科汇灵活配置混合,2021-03-31,3,5
110015.OFCN,110015,,易方达行业领先企业混合,2021-03-31,5,5
110017.OFCN,110017,,易方达增强回报债券-A,2021-03-31,5,5
110017.OFCN,110017,,易方达增强回报债券-A,2021-03-31,3,5
110018.OFCN,110018,,易方达增强回报债券-B,2021-03-31,5,5
110018.OFCN,110018,,易方达增强回报债券-B,2021-03-31,3,5
110022.OFCN,110022,,易方达消费行业股票,2021-03-31,5,5
121002.OFCN,121002,,国投瑞银景气行业,2021-03-31,3,5
121008.OFCN,121008,,国投瑞银成长优选混合,2021-03-31,3,5
121012.OFCN,121012,,国投瑞银优化增强债券-A/B,2021-03-31,5,5
160133.XSHE,160133,XSHE,南方天元新产业股票(LOF),2021-03-31,5,5
160513.XSHE,160513,XSHE,博时稳健回报债券(LOF)-A,2021-03-31,3,5
160514.OFCN,160514,,博时稳健回报债券(LOF)-C,2021-03-31,3,5
160618.XSHE,160618,XSHE,鹏华丰泽债券(LOF),2021-03-31,5,5
160622.XSHE,160622,XSHE,鹏华丰利债券(LOF),2021-03-31,3,5
160627.OFCN,160627,,鹏华策略优选灵活配置混合,2021-03-31,5,5
160627.OFCN,160627,,鹏华策略优选灵活配置混合,2021-03-31,3,5
161015.XSHE,161015,XSHE,富国天盈债券(LOF)-C,2021-03-31,5,5
161115.XSHE,161115,XSHE,易方达岁丰添利债券(LOF),2021-03-31,5,5
161115.XSHE,161115,XSHE,易方达岁丰添利债券(LOF),2021-03-31,3,5
161222.XSHE,161222,XSHE,国投瑞银瑞利灵活配置混合(LOF),2021-03-31,3,5
161606.OFCN,161606,,融通行业景气混合-A/B,2021-03-31,5,5
161606.OFCN,161606,,融通行业景气混合-A/B,2021-03-31,3,5
161706.XSHE,161706,XSHE,招商优质成长混合(LOF),2021-03-31,3,5
161713.XSHE,161713,XSHE,招商信用添利债券(LOF)-A,2021-03-31,5,5
161903.XSHE2,161903,XSHE,万家行业优选混合(LOF),2021-03-31,3,5
161903.XSHE2,161903,XSHE,万家行业优选混合(LOF),2021-03-31,5,5
162414.XSHE,162414,XSHE,华宝新机遇灵活配置混合(LOF)-A,2021-03-31,5,5
162414.XSHE,162414,XSHE,华宝新机遇灵活配置混合(LOF)-A,2021-03-31,3,5
162605.XSHE,162605,XSHE,景顺长城鼎益混合(LOF),2021-03-31,5,5
163402.XSHE,163402,XSHE,兴全趋势投资混合(LOF),2021-03-31,5,5
163409.XSHE,163409,XSHE,兴全绿色投资混合(LOF),2021-03-31,3,5
163415.XSHE,163415,XSHE,兴全商业模式优选混合(LOF),2021-03-31,3,5
163415.XSHE,163415,XSHE,兴全商业模式优选混合(LOF),2021-03-31,5,5
163807.OFCN,163807,,中银行业优选灵活配置混合-A,2021-03-31,5,5
164105.XSHE,164105,XSHE,华富强化回报债券(LOF),2021-03-31,5,5
164210.XSHE,164210,XSHE,天弘同利债券(LOF)-C,2021-03-31,3,5
164808.XSHE,164808,XSHE,工银瑞信四季收益债券(LOF),2021-03-31,3,5
165313.XSHE,165313,XSHE,建信优势动力混合(LOF),2021-03-31,3,5
165516.XSHE,165516,XSHE,信诚周期轮动混合(LOF),2021-03-31,3,5
165526.XSHE,165526,XSHE,信诚新旺回报灵活配置混合(LOF)-A,2021-03-31,5,5
166002.OFCN,166002,,中欧新蓝筹灵活配置混合-A,2021-03-31,3,5
166009.XSHE,166009,XSHE,中欧新动力混合(LOF)-A,2021-03-31,3,5
166019.OFCN,166019,,中欧价值智选回报混合-A,2021-03-31,5,5
166019.OFCN,166019,,中欧价值智选回报混合-A,2021-03-31,3,5
166301.OFCN2,166301,,华商新趋势优选灵活配置混合,2021-03-31,3,5
166301.OFCN2,166301,,华商新趋势优选灵活配置混合,2021-03-31,5,5
166801.OFCN,166801,,浙商聚潮新思维混合,2021-03-31,3,5
167501.XSHE,167501,XSHE,安信宝利债券(LOF),2021-03-31,5,5
180012.OFCN,180012,,银华富裕主题混合,2021-03-31,5,5
202009.OFCN,202009,,南方盛元红利混合,2021-03-31,3,5
202023.OFCN,202023,,南方优选成长混合-A,2021-03-31,3,5
202023.OFCN,202023,,南方优选成长混合-A,2021-03-31,5,5
206002.OFCN,206002,,鹏华精选成长混合,2021-03-31,3,5
206003.OFCN,206003,,鹏华信用增利债券-A,2021-03-31,5,5
206012.OFCN,206012,,鹏华价值精选股票,2021-03-31,3,5
206018.OFCN,206018,,鹏华产业债债券,2021-03-31,3,5
210010.OFCN2,210010,,金鹰灵活配置混合-A,2021-03-31,5,5
213001.OFCN2,213001,,宝盈鸿利收益灵活配置混合-A,2021-03-31,3,5
213001.OFCN2,213001,,宝盈鸿利收益灵活配置混合-A,2021-03-31,5,5
217002.OFCN,217002,,招商安泰平衡混合,2021-03-31,3,5
217010.OFCN,217010,,招商大盘蓝筹混合,2021-03-31,3,5
217011.OFCN,217011,,招商安心收益债券-C,2021-03-31,5,5
217011.OFCN,217011,,招商安心收益债券-C,2021-03-31,3,5
217022.OFCN,217022,,招商产业债券-A,2021-03-31,5,5
217022.OFCN,217022,,招商产业债券-A,2021-03-31,3,5
233001.OFCN,233001,,大摩基础行业,2021-03-31,5,5
233005.OFCN,233005,,大摩强收益债券,2021-03-31,3,5
233005.OFCN,233005,,大摩强收益债券,2021-03-31,5,5
233011.OFCN,233011,,大摩主题优选混合,2021-03-31,3,5
240009.OFCN,240009,,华宝先进成长混合,2021-03-31,3,5
240011.OFCN,240011,,华宝大盘精选混合,2021-03-31,3,5
260103.OFCN,260103,,景顺长城动力平衡,2021-03-31,5,5
270007.OFCN,270007,,广发大盘成长混合,2021-03-31,3,5
320018.OFCN,320018,,诺安新动力灵活配置混合,2021-03-31,3,5
320021.OFCN,320021,,诺安双利债券,2021-03-31,5,5
320021.OFCN,320021,,诺安双利债券,2021-03-31,3,5
320022.OFCN2,320022,,诺安研究精选股票,2021-03-31,3,5
360016.OFCN,360016,,光大保德信行业轮动混合,2021-03-31,3,5
380009.OFCN,380009,,中银稳健添利债券-A,2021-03-31,5,5
380009.OFCN,380009,,中银稳健添利债券-A,2021-03-31,3,5
400016.OFCN,400016,,东方强化收益债券,2021-03-31,3,5
400030.OFCN,400030,,东方添益债券,2021-03-31,3,5
420009.OFCN,420009,,天弘安康颐养混合-A,2021-03-31,3,5
420102.OFCN,420102,,天弘永利债券-B,2021-03-31,5,5
450001.OFCN,450001,,国富中国收益混合,2021-03-31,3,5
450001.OFCN,450001,,国富中国收益混合,2021-03-31,5,5
450002.OFCN,450002,,国富弹性市值混合,2021-03-31,5,5
450003.OFCN,450003,,国富潜力组合混合-A,2021-03-31,3,5
450003.OFCN,450003,,国富潜力组合混合-A,2021-03-31,5,5
450004.OFCN,450004,,国富深化价值混合,2021-03-31,3,5
450009.OFCN,450009,,国富中小盘股票,2021-03-31,5,5
450011.OFCN,450011,,国富研究精选混合,2021-03-31,3,5
460005.OFCN,460005,,华泰柏瑞价值增长混合-A,2021-03-31,5,5
460005.OFCN,460005,,华泰柏瑞价值增长混合-A,2021-03-31,3,5
470018.OFCN2,470018,,汇添富双利债券-A,2021-03-31,3,5
485011.OFCN,485011,,工银瑞信双利债券-B,2021-03-31,3,5
485011.OFCN,485011,,工银瑞信双利债券-B,2021-03-31,5,5
485111.OFCN,485111,,工银瑞信双利债券-A,2021-03-31,5,5
485111.OFCN,485111,,工银瑞信双利债券-A,2021-03-31,3,5
487021.OFCN2,487021,,工银瑞信优质精选混合,2021-03-31,3,5
519003.OFCN,519003,,海富通收益增长,2021-03-31,3,5
519003.OFCN,519003,,海富通收益增长,2021-03-31,5,5
519030.OFCN,519030,,海富通稳固收益债券,2021-03-31,3,5
519050.OFCN,519050,,海富通安颐收益混合-A,2021-03-31,5,5
519050.OFCN,519050,,海富通安颐收益混合-A,2021-03-31,3,5
519062.OFCN,519062,,海富通阿尔法对冲混合-A,2021-03-31,5,5
519062.OFCN,519062,,海富通阿尔法对冲混合-A,2021-03-31,3,5
519069.OFCN,519069,,汇添富价值精选混合-A,2021-03-31,5,5
519091.OFCN,519091,,新华泛资源优势灵活配置混合,2021-03-31,5,5
519093.OFCN,519093,,新华钻石品质企业混合,2021-03-31,3,5
519133.OFCN,519133,,海富通改革驱动灵活配置混合,2021-03-31,3,5
519152.OFCN,519152,,新华纯债添利债券-A,2021-03-31,3,5
519152.OFCN,519152,,新华纯债添利债券-A,2021-03-31,5,5
519153.OFCN,519153,,新华纯债添利债券-C,2021-03-31,3,5
519153.OFCN,519153,,新华纯债添利债券-C,2021-03-31,5,5
519220.OFCN,519220,,海富通聚利纯债债券,2021-03-31,3,5
519222.OFCN,519222,,海富通欣益灵活配置混合-A,2021-03-31,3,5
519619.OFCN,519619,,银河君荣灵活配置混合-A,2021-03-31,3,5
519620.OFCN,519620,,银河君荣灵活配置混合-C,2021-03-31,3,5
519621.OFCN,519621,,银河君荣灵活配置混合-I,2021-03-31,3,5
519622.OFCN,519622,,银河君怡纯债债券,2021-03-31,3,5
519627.OFCN,519627,,银河君润灵活配置混合-A,2021-03-31,3,5
519628.OFCN,519628,,银河君润灵活配置混合-C,2021-03-31,3,5
519629.OFCN,519629,,银河睿利灵活配置混合-A,2021-03-31,3,5
519630.OFCN,519630,,银河睿利灵活配置混合-C,2021-03-31,3,5
519640.OFCN,519640,,银河鸿利灵活配置混合-A,2021-03-31,5,5
519640.OFCN,519640,,银河鸿利灵活配置混合-A,2021-03-31,3,5
519641.OFCN,519641,,银河鸿利灵活配置混合-C,2021-03-31,3,5
519644.OFCN,519644,,银河智联主题灵活配置混合,2021-03-31,3,5
519652.OFCN,519652,,银河鑫利灵活配置混合-A,2021-03-31,5,5
519660.OFCN,519660,,银河增利债券-A,2021-03-31,5,5
519660.OFCN,519660,,银河增利债券-A,2021-03-31,3,5
519669.OFCN,519669,,银河领先债券,2021-03-31,5,5
519673.OFCN,519673,,银河康乐股票,2021-03-31,3,5
519676.OFCN2,519676,,银河强化收益债券,2021-03-31,5,5
519680.OFCN,519680,,交银增利债券-A/B,2021-03-31,3,5
519688.OFCN,519688,,交银精选混合,2021-03-31,3,5
519688.OFCN,519688,,交银精选混合,2021-03-31,5,5
519697.OFCN,519697,,交银优势行业混合,2021-03-31,5,5
519700.OFCN,519700,,交银主题优选灵活配置混合,2021-03-31,5,5
519704.OFCN,519704,,交银先进制造混合,2021-03-31,5,5
519710.OFCN2,519710,,交银策略回报灵活配置混合,2021-03-31,5,5
519712.OFCN,519712,,交银阿尔法核心混合,2021-03-31,5,5
519714.OFCN2,519714,,交银消费新驱动股票,2021-03-31,3,5
519714.OFCN2,519714,,交银消费新驱动股票,2021-03-31,5,5
519718.OFCN,519718,,交银纯债债券-A/B,2021-03-31,3,5
519720.OFCN,519720,,交银纯债债券-C,2021-03-31,3,5
519727.OFCN,519727,,交银成长30混合,2021-03-31,3,5
519732.OFCN,519732,,交银定期支付双息平衡混合,2021-03-31,5,5
519736.OFCN,519736,,交银新成长混合,2021-03-31,3,5
519736.OFCN,519736,,交银新成长混合,2021-03-31,5,5
519738.OFCN,519738,,交银周期回报灵活配置混合-A,2021-03-31,5,5
519752.OFCN,519752,,交银新回报灵活配置混合-A,2021-03-31,5,5
519752.OFCN,519752,,交银新回报灵活配置混合-A,2021-03-31,3,5
519768.OFCN,519768,,交银优选回报灵活配置混合-A,2021-03-31,3,5
519769.OFCN,519769,,交银优选回报灵活配置混合-C,2021-03-31,3,5
519770.OFCN,519770,,交银优择回报灵活配置混合-A,2021-03-31,3,5
519771.OFCN,519771,,交银优择回报灵活配置混合-C,2021-03-31,3,5
519772.OFCN,519772,,交银新生活力灵活配置混合,2021-03-31,3,5
519773.OFCN,519773,,交银数据产业灵活配置混合,2021-03-31,3,5
519778.OFCN,519778,,交银经济新动力混合,2021-03-31,3,5
519779.OFCN,519779,,交银沪港深价值精选灵活配置混合,2021-03-31,3,5
519786.OFCN,519786,,交银裕利纯债债券-A,2021-03-31,3,5
519909.OFCN,519909,,华安安顺灵活配置混合,2021-03-31,5,5
519915.OFCN,519915,,富国消费主题混合-A,2021-03-31,3,5
519963.OFCN,519963,,长信利盈灵活配置混合-A,2021-03-31,5,5
530006.OFCN,530006,,建信核心精选混合,2021-03-31,3,5
530012.OFCN2,530012,,建信积极配置混合,2021-03-31,3,5
540006.OFCN,540006,,汇丰晋信大盘股票-A,2021-03-31,5,5
550004.OFCN,550004,,信诚三得益债券-A,2021-03-31,5,5
570008.OFCN,570008,,诺德周期策略混合,2021-03-31,5,5
570008.OFCN,570008,,诺德周期策略混合,2021-03-31,3,5
630009.OFCN,630009,,华商稳定增利债券-A,2021-03-31,5,5
630009.OFCN,630009,,华商稳定增利债券-A,2021-03-31,3,5
630109.OFCN,630109,,华商稳定增利债券-C,2021-03-31,5,5
630109.OFCN,630109,,华商稳定增利债券-C,2021-03-31,3,5
673060.OFCN,673060,,西部利得景瑞灵活配置混合-A,2021-03-31,3,5
675111.OFCN,675111,,西部利得汇享债券-A,2021-03-31,3,5
675113.OFCN,675113,,西部利得汇享债券-C,2021-03-31,3,5
690005.OFCN,690005,,民生加银内需增长混合,2021-03-31,3,5
690007.OFCN,690007,,民生加银景气行业混合-A,2021-03-31,3,5
690007.OFCN,690007,,民生加银景气行业混合-A,2021-03-31,5,5
750001.OFCN,750001,,安信策略精选灵活配置混合,2021-03-31,3,5
750002.OFCN,750002,,安信目标收益债券-A,2021-03-31,3,5
750002.OFCN,750002,,安信目标收益债券-A,2021-03-31,5,5
750003.OFCN,750003,,安信目标收益债券-C,2021-03-31,3,5
750003.OFCN,750003,,安信目标收益债券-C,2021-03-31,5,5
960012.OFHK,960012,,中银收益混合-H,2021-03-31,3,5
960021.OFHK,960021,,国富潜力组合混合-H,2021-03-31,3,5
